GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,1.0,joao-lucas,,8.0,,104257,9,,11.0,,,3.37,0.0,,,,2,0.0,,,João Lucas de Almeida Carvalho,,,284,16.0,2.0,1.0,GRE,6.03,João Lucas,2025,38,0.0,1.3399999999999999,2.996331089849719,,,1.0,16.0,2.0,8.0,1.8789055555555547
,2.0,hereda,,18.0,,104271,11,,12.0,,,4.79,0.0,2.0,,,2,0.0,1.0,2.0,Diogo Hereda da Silva,,,292,17.0,7.0,1.0,SPT,5.91,Hereda,2025,38,0.0,0.0,0.0,,1.0,2.0,17.0,7.0,18.0,0.0
,,dudu,,5.0,,104330,10,,11.0,,,1.45,1.0,,,2.0,4,-0.1,,1.0,Eduardo Marcelo Rodrigues Nunes,,,287,15.0,2.0,4.0,VIT,1.82,Dudu,2025,38,1.0,1.7399999999999998,2.4875690945177795,,,,13.8,1.2,3.8,0.673666666666667
,,christian,,47.0,,104502,30,,43.0,,5.0,4.06,0.0,8.0,,,4,0.0,2.0,8.0,Christian Roberto Alves Cardoso,,,283,32.0,17.0,9.0,CRU,7.85,Christian,2025,38,0.0,2.9399999999999995,4.35866952176923,4.4,2.0,,30.2,16.6,45.8,6.6267333333333145
,,camilo,,1.0,,104519,15,,19.0,,,1.51,-0.1,,,,4,-0.15,,3.0,Camilo Reijers de Oliveira,,1.0,284,17.0,2.0,2.0,GRE,3.17,Camilo,2025,38,-0.1,-0.02,0.04472135954999518,,,,17.0,2.0,1.0,-0.0550999999999999
,,vinicius-zanocelo,,6.0,,104521,14,,25.0,,1.0,3.23,2.2,,,,4,-0.33,,3.0,Vinícius Nelson de Souza Zanocelo,,,354,23.0,7.0,2.0,CEA,5.03,Vinícius Zanocelo,2025,38,2.2,3.8600000000000003,3.148491702387033,1.0,,,20.2,6.2,4.8,2.766666666666668
,,fabricio,,,,104588,0,,,,,0.0,0.0,,,,1,0.0,,,Fabrício Oliveira de Souza,,,280,,,,RBB,2.0,Fabrício,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,matheus-bianqui,,1.0,,104640,13,,8.0,,,1.3,0.0,,1.0,,4,0.0,,2.0,Matheus Henrique Bianqui,,,2305,7.0,5.0,1.0,MIR,3.06,Matheus Bianqui,2025,38,0.0,0.0,0.0,,,,7.0,5.0,1.0,0.0
,,moises,,2.0,,104666,10,,2.0,,,1.67,0.0,2.0,,,5,0.0,1.0,4.0,Moisés Vieira da Veiga,,,356,2.0,6.0,1.0,FOR,7.82,Moisés,2025,38,0.0,0.16,0.3577708763999824,,1.0,,2.0,5.4,2.0,0.3114722222222219
,,newton,,8.0,,104693,23,,40.0,,1.0,2.14,1.2,1.0,2.0,,4,0.1,,4.0,Newton Araújo da Costa Júnior,,,263,25.0,7.0,5.0,BOT,3.9,Newton,2025,38,1.2,0.07999999999999959,1.247798060585125,1.0,,,24.0,6.8,8.0,0.8409999999999994
,,juan-vojvoda,,,7.0,104754,29,,,,,5.68,11.45,,,,6,0.21,,,Juan Pablo Vojvoda Rizzo,,,277,,,,SAN,11.19,Juan Vojvoda,2025,38,11.45,8.158,3.5037009004765247,,,,,,,8.247900000000005
,9.0,enzo-diaz,,36.0,,104758,27,,50.0,,,6.06,0.0,1.0,1.0,,2,0.0,5.0,3.0,Enzo Hernán Díaz,,4.0,276,61.0,8.0,10.0,SAO,9.11,Enzo Díaz,2025,38,0.0,0.0,0.0,,5.0,9.0,61.0,8.0,36.0,0.0
,,acevedo,,23.0,,104783,30,,41.0,,,3.87,4.9,,,,4,-1.35,1.0,10.0,Nicolás Brian Acevedo Tabárez,,,265,66.0,7.0,5.0,BAH,5.77,Acevedo,2025,38,4.9,6.779999999999999,5.265643360502116,,1.0,,55.6,5.2,20.0,5.201666666666663
,,jorge-meurer,,,,104933,0,,,,,0.0,0.0,,,,1,0.0,,,Jorge Meurer Bartholdy,,,284,,,,GRE,2.0,Jorge Meurer,2025,38,0.0,0.0,0.0,,,,,,,0.0
,7.0,wagner-leonardo,,6.0,,104994,27,,18.0,,,3.19,5.2,1.0,,,3,-0.09,1.0,5.0,Wagner Leonardo Calvelo de Souza,,,284,29.0,3.0,3.0,GRE,6.59,Wagner Leonardo,2025,38,5.2,3.08,2.8830539363667786,,1.0,6.2,26.6,3.0,5.2,2.576
,,joao-marcelo,,1.0,,105047,4,,3.0,,,0.65,-0.3,,,,3,-0.94,,,João Marcelo Messias Ferreira,,,283,2.0,,,CRU,4.63,João Marcelo,2025,38,-0.3,-0.06,0.134164078650048,,,,2.0,,1.0,-0.010388888888888888
,,reinier,,4.0,,105068,9,,5.0,,,1.48,0.0,,1.0,,4,0.0,,1.0,Reinier Jesus Carvalho,,,282,6.0,2.0,2.0,CAM,3.64,Reinier,2025,38,0.0,0.0,0.0,,,,6.0,2.0,4.0,0.0
,,alexis-duarte,,4.0,,105114,5,,7.0,,,2.96,0.0,,,,3,0.0,,2.0,Alexis David Duarte Pereira,,,277,9.0,,1.0,SAN,6.64,Alexis Duarte,2025,38,0.0,0.0,0.0,,,,9.0,,4.0,0.0
,6.0,khellven,,8.0,,105175,11,,20.0,,,5.65,0.0,,,,2,0.0,2.0,1.0,Khellven Douglas Silva Oliveira,,,275,16.0,,1.0,PAL,8.64,Khellven,2025,38,0.0,1.1400000000000001,2.5491174943497583,,2.0,5.8,16.0,,7.6,1.4369999999999996
,2.0,sant-anna,,2.0,,105213,11,,11.0,,,2.75,0.0,2.0,1.0,,2,0.0,,1.0,Ariel Agustín Sant'Anna Quintero,,,280,10.0,8.0,3.0,RBB,6.13,Sant'Anna,2025,38,0.0,0.0,0.0,,,2.0,10.0,8.0,2.0,0.0
,,santiago-rodriguez,,32.0,,105214,24,,16.0,,2.0,3.99,5.2,1.0,,,4,0.78,4.0,8.0,Santiago Mariano Rodríguez Molina,,,263,24.0,10.0,5.0,BOT,6.52,Santiago Rodríguez,2025,38,5.2,0.8400000000000001,2.4754797514825335,2.0,3.2,,24.0,10.0,31.2,1.511333333333333
,4.0,gaston-avila,,22.0,,105258,23,,20.0,,,4.24,2.5,1.0,,,3,-0.02,,5.0,Gastón Luciano Ávila,,1.0,356,43.0,9.0,4.0,FOR,8.07,Gastón Ávila,2025,38,2.5,1.58,1.5514509338035778,,,4.0,41.6,8.2,20.0,1.6793333333333305
,6.0,ferraresi,,27.0,,105300,23,,31.0,,,5.99,0.0,1.0,,,3,0.0,3.0,,Nahuel Adolfo Ferraresi Hernández,,,276,63.0,4.0,3.0,SAO,8.76,Ferraresi,2025,38,0.0,1.86,2.7199264695943457,,3.0,6.0,61.2,3.8,26.0,0.505
,,lucas-lima,,3.0,,105337,10,,1.0,,,0.95,0.0,,,,4,0.0,,,Lucas Eduardo Lima da Silva,,,354,5.0,1.0,,CEA,2.56,Lucas Lima,2025,38,0.0,0.0,0.0,,,,5.0,1.0,3.0,0.0
,4.0,gabriel-xavier,,5.0,,105373,11,,21.0,,,2.06,0.0,1.0,,,3,0.0,,,Gabriel Lheman Xavier - Lhman,,,265,6.0,2.0,4.0,BAH,4.51,Gabriel Xavier,2025,38,0.0,0.4800000000000001,2.560663976393624,,,3.8,6.0,2.0,5.0,-0.4089999999999994
,,carrascal,,20.0,,105436,15,,21.0,,2.0,5.33,0.0,,,,4,0.0,5.0,1.0,Jorge Andrés Carrascal Guardo,,,262,19.0,12.0,4.0,FLA,9.91,Carrascal,2025,38,0.0,3.6799999999999997,4.3464928390600175,2.0,4.4,,16.6,10.8,19.6,3.6125333333333347
,10.0,matheus-bidu,1.0,65.0,,105531,26,,22.0,,,5.45,0.0,7.0,,,2,0.0,2.0,5.0,Matheus Lima Beltrão Oliveira Valin,,,264,34.0,8.0,8.0,COR,9.61,Matheus Bidu,2025,38,0.0,2.3999999999999995,2.333452377915593,,2.0,10.0,33.0,8.0,60.8,2.615666666666668
,,carlos-vinicius,,23.0,,105563,13,,17.0,,11.0,7.97,15.6,9.0,,1.0,5,0.91,1.0,3.0,Carlos Vinícius Alves Morais,,,284,1.0,6.0,2.0,GRE,12.17,Carlos Vinícius,2025,38,15.6,7.139999999999999,6.907821653748746,9.2,1.0,,1.0,5.8,22.8,7.7873333333333346
,,lucero,,14.0,,105568,24,1.0,35.0,,3.0,2.5,0.0,8.0,1.0,,5,0.0,1.0,8.0,Juan Martín Lucero,,,356,17.0,9.0,6.0,FOR,6.86,Lucero,2025,38,0.0,0.0,0.0,3.0,1.0,,17.0,9.0,14.0,0.0
,6.0,lucas-piton,,10.0,,105584,28,,43.0,,1.0,4.3,0.0,2.0,,,2,0.0,8.0,1.0,Lucas Piton Crivellaro,,,267,33.0,6.0,5.0,VAS,7.87,Lucas Piton,2025,38,0.0,1.4200000000000008,1.9929877069365054,1.0,8.0,6.0,30.2,6.0,9.6,2.1039999999999983
,,roni,,,,105585,8,,1.0,,,0.31,0.0,,,,4,0.0,,,Roni Medeiros de Moura,,,2305,2.0,1.0,1.0,MIR,1.74,Roni,2025,38,0.0,0.3,0.6708203932499358,,,,1.8,1.0,,0.058333333333333334
,,mauricio,,19.0,,105647,25,,14.0,,3.0,3.99,2.4,7.0,,,4,-0.02,6.0,7.0,Maurício Magalhães Prado,,,275,16.0,12.0,1.0,PAL,8.47,Maurício,2025,38,2.4,0.4800000000000007,1.0733126291998738,3.0,6.0,,15.2,12.0,17.4,0.6285833333333336
,,talles-magno,,37.0,,105786,24,,24.0,,1.0,2.74,6.2,9.0,1.0,,5,0.71,1.0,7.0,Talles Magno Bacelar Martins,,,264,16.0,11.0,2.0,COR,6.29,Talles Magno,2025,38,6.2,1.4200000000000002,2.7003703449712217,1.0,1.0,,14.6,10.2,32.2,1.6243333333333323
,2.0,luan-freitas,,3.0,,105807,13,,13.0,,,4.1,0.0,,1.0,,3,0.0,1.0,,Luan de Freitas Molarinho Chagas,,,286,23.0,4.0,,JUV,5.94,Luan Freitas,2025,38,0.0,2.76,3.305752561823102,,1.0,2.0,21.0,3.6,2.6,3.2502000000000035
,8.0,edu,,6.0,,105842,19,,10.0,,,3.61,0.0,,,,3,0.0,,1.0,Lucas Eduardo Ribeiro de Souza,,,287,18.0,3.0,2.0,VIT,5.34,Edu,2025,38,0.0,1.58,2.227554713132765,,,7.6,17.6,3.0,5.8,0.48600000000000004
,,matheus-araujo,,3.0,,105845,9,,2.0,,1.0,2.1,0.0,,,,4,0.0,1.0,1.0,Matheus de Araújo Andrade,,,354,2.0,1.0,,CEA,4.89,Matheus Araújo,2025,38,0.0,-0.06,0.1341640786499698,1.0,1.0,,2.0,1.0,3.0,-0.0964437229437229
,,allanzinho,1.0,10.0,,105900,8,,5.0,,,2.35,0.0,1.0,,,5,0.0,2.0,,Allan Victor Oliveira Mota,,,356,2.0,3.0,1.0,FOR,3.94,Allanzinho,2025,38,0.0,0.0,0.0,,2.0,,2.0,3.0,10.0,0.0
,,jose-aldo,,14.0,,105903,28,,31.0,,,2.03,0.0,1.0,,,4,0.0,,7.0,José Aldo Soares de Oliveira Filho,,,2305,33.0,8.0,5.0,MIR,3.86,José Aldo,2025,38,0.0,2.06,3.027870538844091,,,,31.4,8.0,14.0,0.6113333333333328
25.0,2.0,rochet,,3.0,,105949,15,,,48.0,,3.26,1.6,,,,1,-0.3,,,Sergio Ramón Rochet Álvarez,,,285,,,,INT,8.28,Rochet,2025,38,1.6,0.9600000000000002,1.1588787684654553,,,2.0,,,2.4,0.814499999999999
,10.0,santiago-mingo,,23.0,,105990,31,,31.0,,,2.95,1.0,2.0,,1.0,3,-0.36,,4.0,Santiago Martín Ramos Mingo,,,265,25.0,10.0,7.0,BAH,4.67,Santiago Mingo,2025,38,1.0,1.56,1.3649175799292799,,,9.2,25.0,9.8,21.4,1.110333333333333
,1.0,ewerthon,,11.0,,106082,18,,8.0,,1.0,3.23,4.5,3.0,,,2,0.54,,3.0,Ewerthon Diógenes da Silva,,,286,23.0,8.0,2.0,JUV,6.52,Ewerthon,2025,38,4.5,0.8800000000000001,2.0241047403728896,1.0,,1.0,22.2,7.2,9.4,1.4739999999999995
,,thiago-carpini,,,7.0,106147,31,,,,,4.35,4.41,,,,6,0.15,,,Thiago Carpini Barbosa,,,286,,,,JUV,7.12,Thiago Carpini,2025,38,4.41,4.298,1.463017429834651,,,,,,,3.859399999999999
9.0,1.0,lucao,,1.0,,106160,4,,,21.0,,5.7,0.0,,,,1,0.0,,,Lucas Alexandre Galdino de Azevedo,,,280,,,1.0,RBB,7.34,Lucão,2025,38,0.0,0.0,0.0,,,1.0,,,1.0,0.0
,3.0,bruno-gomes,,13.0,,106202,13,,17.0,,,5.06,3.2,,1.0,,2,-0.45,2.0,5.0,Bruno Gomes da Silva Clevelário,,,285,20.0,3.0,2.0,INT,7.94,Bruno Gomes,2025,38,3.2,4.14,2.1732464195300043,,2.0,3.0,18.2,2.6,8.8,3.883099999999998
,,marcos-antonio,,28.0,,106294,28,,29.0,,,1.9,1.6,2.0,,,4,-0.49,4.0,3.0,Marcos Antônio Silva Santos,,,276,15.0,8.0,4.0,SAO,3.73,Marcos Antônio,2025,38,1.6,2.1,1.9532024984624614,,3.4,,14.2,7.2,26.4,1.9641000000000004
,,caio-alexandre,,31.0,,106323,21,,32.0,,,1.98,-0.3,,,,4,-0.06,1.0,1.0,Caio Alexandre Souza e Silva,,,265,19.0,6.0,4.0,BAH,4.54,Caio Alexandre,2025,38,-0.3,0.6199999999999997,1.4601369798755168,,1.0,,19.0,6.0,30.2,0.10833333333333327
,4.0,eduardo-santos,,2.0,,106434,7,,1.0,,,5.1,0.0,,,,3,0.0,,,Eduardo Gonzaga Mendes Santos,,,280,10.0,,,RBB,8.19,Eduardo Santos,2025,38,0.0,0.0,0.0,,,4.0,10.0,,2.0,0.0
,17.0,villalba,,22.0,,106593,32,,28.0,,1.0,5.21,0.0,1.0,3.0,,3,0.0,,4.0,Lucas Hernán Villalba,,,283,41.0,8.0,10.0,CRU,8.29,Villalba,2025,38,0.0,2.98,2.7453597214208605,1.0,,16.8,38.2,7.8,21.0,2.6333333333333346
,,leo-pereira,,33.0,,106681,20,,22.0,,2.0,3.6,1.6,9.0,,,5,-0.22,1.0,9.0,Leonardo Augusto dos Santos Pereira,,1.0,292,15.0,12.0,,SPT,4.9,Léo Pereira,2025,38,1.6,2.2399999999999998,2.808558349046717,2.0,1.0,,14.6,10.6,30.2,1.6126666666666674
,3.0,igor-formiga,,11.0,,106708,16,,22.0,,2.0,7.47,6.3,,,1.0,2,-0.66,2.0,4.0,Igor Marques Paciência Cardoso,,,286,50.0,5.0,1.0,JUV,10.27,Igor Formiga,2025,38,6.3,6.119999999999999,4.8853863716189325,2.0,2.0,3.0,41.8,4.4,10.2,6.7839666666666725
,,rodrigo-nestor,,16.0,,106822,20,,16.0,,5.0,4.3,4.6,2.0,1.0,,4,-1.26,,6.0,Rodrigo Nestor Bertalia,,,265,22.0,6.0,5.0,BAH,7.09,Rodrigo Nestor,2025,38,4.6,4.12,6.152397906507672,4.4,,,17.2,6.0,14.8,3.2299999999999986
,1.0,patryck,,2.0,,106829,5,,4.0,,,2.4,0.0,,,,2,0.0,,1.0,Patryck Lanza dos Reis,,,276,2.0,5.0,1.0,SAO,4.86,Patryck,2025,38,0.0,0.24,0.536656314599952,,,1.0,2.0,5.0,2.0,0.10300000000000001
,,paulo-baya,,4.0,,106918,18,,3.0,,1.0,1.91,0.0,1.0,,,5,0.0,1.0,6.0,Paulo Henrique Silva Ribeiro,,,354,5.0,7.0,,CEA,3.76,Paulo Baya,2025,38,0.0,1.06,1.4432601983010542,1.0,1.0,,4.8,6.6,3.4,1.117999999999999
,,yuri-sena,,,,107075,0,,,,,0.0,0.0,,,,1,0.0,,,Yuri Sena dos Reis Batista,,,287,,,,VIT,1.0,Yuri Sena,2025,38,0.0,0.0,0.0,,,,,,,0.0
,10.0,luciano-juba,,13.0,,107093,33,,20.0,,6.0,5.53,4.6,1.0,,,2,-1.13,4.0,5.0,Luciano Batista da Silva Júnior,,,265,34.0,13.0,3.0,BAH,9.34,Luciano Juba,2025,38,4.6,6.540000000000001,4.33739553188316,5.4,4.0,9.2,31.4,11.2,12.4,6.134599999999998
,,jeffinho,,8.0,,107170,14,,10.0,,2.0,4.14,0.0,1.0,,1.0,5,0.0,4.0,3.0,Jefferson Ruan Pereira dos Santos,,,263,12.0,3.0,,BOT,4.86,Jeffinho,2025,38,0.0,-0.6,1.3416407864998705,2.0,4.0,,12.0,3.0,8.0,-0.47756385281385283
,,michel-araujo,,12.0,,107173,22,,15.0,,4.0,3.12,0.0,1.0,,,4,0.0,,2.0,Michel Daryl Araújo Villar,,,265,19.0,9.0,3.0,BAH,5.79,Michel Araújo,2025,38,0.0,0.15999999999999964,0.3577708763999436,4.0,,,19.0,8.8,12.0,0.17430833333333323
,,bruno-tabata,,21.0,,107174,24,,20.0,,3.0,3.43,0.0,2.0,1.0,1.0,4,0.0,1.0,10.0,Bruno Vinícius Souza Ramos,,,285,21.0,12.0,4.0,INT,5.88,Bruno Tabata,2025,38,0.0,-0.31999999999999995,1.4805404418657298,3.0,1.0,,20.4,12.0,21.0,0.7996666666666635
6.0,1.0,matheus-donelli,,1.0,,107179,5,,,13.0,,3.08,0.0,,,,1,0.0,,,Matheus Planelles Donelli,,,264,,,1.0,COR,4.42,Matheus Donelli,2025,38,0.0,0.0,0.0,,,1.0,,,1.0,0.0
14.0,6.0,leo-linck,,1.0,,107183,14,,,30.0,,3.9,0.0,,,,1,0.0,,,Leonardo Matias Baiersdorf Linck,,,263,,,1.0,BOT,6.56,Léo Linck,2025,38,0.0,0.76,1.0406728592598207,,,6.0,,,1.0,1.0052222222222216
2.0,,magrao,,,,107221,2,,,6.0,,2.9,0.0,,,,1,0.0,,,Audenirton Soares da Silva,,,356,,,,FOR,3.44,Magrão,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,danilo,,3.0,,107231,11,,4.0,,1.0,3.25,0.0,2.0,,,4,0.0,1.0,2.0,Danilo dos Santos de Oliveira,,,263,11.0,6.0,1.0,BOT,8.25,Danilo,2025,38,0.0,1.3,2.9068883707497255,1.0,1.0,,10.8,6.0,3.0,1.2743055555555551
,2.0,vanderlan,,11.0,,107236,17,,25.0,,,3.17,0.0,1.0,,,2,0.0,1.0,1.0,Vanderlan Barbosa da Silva,,,280,27.0,3.0,3.0,RBB,5.87,Vanderlan,2025,38,0.0,0.0,0.0,,1.0,2.0,27.0,3.0,11.0,0.0
,,enio,,31.0,,107516,23,,7.0,,3.0,2.72,0.0,5.0,1.0,,5,0.0,,6.0,Sebastião Ênio Santos de Almeida,,,286,7.0,10.0,3.0,JUV,4.28,Ênio,2025,38,0.0,0.9,1.2449899597988772,3.0,,,7.0,9.4,30.8,0.4083333333333335
,11.0,natanael,,22.0,,107554,30,,23.0,,1.0,5.17,0.0,4.0,1.0,,2,0.0,,5.0,Natanael Moreira Milouski,,,282,49.0,9.0,1.0,CAM,8.7,Natanael,2025,38,0.0,0.0,0.0,1.0,,11.0,49.0,9.0,22.0,0.004
,,adriano,,,,107698,0,,,,,0.0,0.0,,,,1,0.0,,,Antônio Adriano Nascimento de Sousa,,,292,,,,SPT,1.0,Adriano,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,chrystian-barletta,,34.0,,107726,33,,15.0,,2.0,2.9,1.0,5.0,2.0,,5,-0.59,,19.0,Chrystian Amaral Barletta de Almeida,,,292,18.0,18.0,2.0,SPT,5.43,Chrystian Barletta,2025,38,1.0,1.2400000000000004,2.255659548779468,2.0,,,16.8,18.0,31.2,1.595666666666664
,,praxedes,,13.0,,107744,14,,11.0,,,1.12,0.0,,,,4,0.0,,2.0,Bruno Conceição Praxedes,,,280,5.0,7.0,3.0,RBB,3.35,Praxedes,2025,38,0.0,-0.23999999999999994,0.53665631459995,,,,5.0,7.0,12.6,-0.06688888888888889
,,adriel,,,,107748,0,,,,,0.0,0.0,,,,1,0.0,,,Adriel Vasconcelos Ramos,,,284,,,,GRE,3.0,Adriel,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,nata,,,,107801,2,,1.0,,,1.35,0.0,,,,3,0.0,,,Natã Felipe de Amorim Santos,,,286,2.0,,,JUV,2.43,Natã,2025,38,0.0,0.0,0.0,,,,2.0,,,0.0
,,pierre,,7.0,,107812,10,,13.0,,,1.84,0.5,,,,4,-0.05,,1.0,Pierre Wagner Oliveira dos Santos,,,356,12.0,2.0,2.0,FOR,3.4,Pierre,2025,38,0.5,0.32,0.48682645778552136,,,,12.0,2.0,6.2,0.37433333333333363
,,fintelman,,,,107859,0,,,,,0.0,0.0,,,,1,0.0,,,Alexandre Fintelman de Mello Ribeiro da Silva,,,287,,,,VIT,2.0,Fintelman,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bobadilla,,12.0,,107873,30,,35.0,,4.0,4.19,0.0,1.0,,,4,0.0,2.0,8.0,Damián Josué Bobadilla Benítez,,,276,52.0,7.0,5.0,SAO,7.19,Bobadilla,2025,38,0.0,4.7,5.908468498688978,3.8,1.4,,49.0,7.0,11.4,4.356000000000003
,2.0,hugo,,10.0,,107908,10,,7.0,,,3.02,4.6,2.0,,,2,0.49,,1.0,Hugo Ferreira de Farias,,,264,10.0,3.0,1.0,COR,5.79,Hugo,2025,38,4.6,1.06,2.0019990009987465,,,2.0,8.2,1.4,8.2,1.6016666666666668
,,fausto-vera,,5.0,,107950,15,,23.0,,1.0,2.21,0.0,,,,4,0.0,,,Fausto Mariano Vera,,,282,19.0,5.0,3.0,CAM,5.9,Fausto Vera,2025,38,0.0,0.0,0.0,1.0,,,19.0,5.0,5.0,0.0
,,carbonero,2.0,58.0,,107989,23,,33.0,,5.0,4.56,7.7,15.0,1.0,1.0,5,-0.2,2.0,11.0,Johan Stiven Carbonero Balanta,,,285,13.0,11.0,6.0,INT,7.19,Carbonero,2025,38,7.7,2.7400000000000007,5.6906062945875995,4.2,2.0,,11.0,10.6,56.4,4.762777777777779
,,isidro-pitta,,11.0,,108133,21,,17.0,,7.0,3.06,-1.1,10.0,,,5,-0.37,1.0,3.0,Isidro Miguel Pitta Saldívar,,,280,1.0,6.0,6.0,RBB,6.06,Isidro Pitta,2025,38,-1.1,-0.22000000000000003,0.4919349550499813,7.0,1.0,,1.0,6.0,10.2,-0.530480158730159
,,gabriel-lacerda,,,,108176,0,,,,,0.0,0.0,,,,3,0.0,,,Gabriel Santos Cordeiro Lacerda,,,354,,,,CEA,4.0,Gabriel Lacerda,2025,38,0.0,0.0,0.0,,,,,,,0.0
,8.0,david-ricardo,,15.0,,108274,20,,23.0,,2.0,4.0,0.0,1.0,,2.0,3,0.0,1.0,1.0,David Ricardo Loiola da Silva,,,263,16.0,3.0,3.0,BOT,4.67,David Ricardo,2025,38,0.0,2.02,3.700270260399903,2.0,1.0,8.0,14.0,3.0,14.0,1.2476666666666654
,4.0,adonis-frias,,6.0,,108469,12,,15.0,,1.0,4.38,5.0,,,,3,-0.47,,2.0,Adonis Uriel Frías,,,277,16.0,2.0,2.0,SAN,6.66,Adonis Frías,2025,38,5.0,5.92,3.917524728703061,1.0,,2.2,12.2,2.0,5.8,6.530000000000002
,,santi-moreno,,2.0,,108474,4,,5.0,,,1.88,0.0,,,,5,0.0,,,Santiago Moreno,,,266,6.0,,1.0,FLU,5.64,Santi Moreno,2025,38,0.0,0.0,0.0,,,,6.0,,2.0,0.0
,,aravena,,10.0,,108548,22,,6.0,,3.0,2.26,0.0,1.0,1.0,,5,0.0,,3.0,Alexander Ernesto Aravena Guzmán,,,284,7.0,8.0,1.0,GRE,3.74,Aravena,2025,38,0.0,0.26,0.3714835124201278,3.0,,,7.0,7.4,9.8,0.2766666666666666
,,tapia,,41.0,,108588,20,,25.0,,5.0,4.34,5.3,5.0,,,5,-0.21,,10.0,Gonzalo Andrés Tapia Dubournais,,,276,9.0,16.0,4.0,SAO,7.24,Tapia,2025,38,5.3,5.180000000000001,3.5660902961086083,5.0,,,7.6,14.2,31.2,4.184066666666667
,,garre,,3.0,,108671,8,,6.0,,,0.02,0.0,,,,5,0.0,,,Benjamín Antonio Garré,,,267,1.0,,1.0,VAS,1.83,Garré,2025,38,0.0,0.0,0.0,,,,1.0,,3.0,0.0
,,emiliano-martinez,,9.0,,108683,23,,22.0,,1.0,2.78,0.0,,,,4,0.0,,5.0,Emiliano Martínez Toranza,,,275,34.0,5.0,3.0,PAL,5.51,Emiliano Martínez,2025,38,0.0,0.9399999999999995,2.101903898849803,1.0,,,33.4,5.0,8.8,0.40466666666666673
,,galeano,,64.0,,108713,35,,25.0,,7.0,4.63,1.5,17.0,1.0,,5,-0.21,3.0,14.0,Antonio Javier Galeano Ferreira,,,354,27.0,11.0,1.0,CEA,6.27,Galeano,2025,38,1.5,2.36,2.218783450452075,7.0,3.0,,25.6,10.6,58.6,1.8272333333333328
,,plata,,17.0,,109096,27,,20.0,,4.0,3.25,0.0,2.0,,1.0,5,0.0,1.0,7.0,Gonzalo Jordy Plata Jiménez,,,262,26.0,5.0,,FLA,6.27,Plata,2025,38,0.0,0.5000000000000003,0.8660254037844375,4.0,1.0,,25.4,5.0,16.2,1.6289999999999993
,,kike-saverio,,1.0,,109138,2,,1.0,,,0.85,0.0,,,,5,0.0,,,Javier Enrique Delgado Saverio,,,287,1.0,,,VIT,4.56,Kike Saverio,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,erick-pulga,,49.0,,109401,24,,22.0,,3.0,5.64,0.5,7.0,1.0,,5,-1.3,3.0,14.0,Erick da Costa Farias,,,265,30.0,23.0,4.0,BAH,8.58,Erick Pulga,2025,38,0.5,5.58,4.31474217074439,2.8,3.0,,28.6,22.4,46.2,5.189233333333335
,,weverson,,2.0,,109426,4,,6.0,,,0.37,0.2,,,,2,-0.23,,,Weverson Moreira da Costa,,,356,1.0,1.0,,FOR,2.06,Weverson,2025,38,0.2,0.04,0.08944271909999069,,,,1.0,1.0,1.2,0.10850793650793632
,,martinelli,,38.0,,109573,31,,50.0,,2.0,2.7,2.4,1.0,1.0,,4,0.3,2.0,2.0,Matheus Martinelli Lima,,1.0,266,33.0,6.0,5.0,FLU,6.16,Martinelli,2025,38,2.4,3.2199999999999998,5.314320276385306,1.6,2.0,,31.0,6.0,35.2,2.914000000000003
,,batalla,,29.0,,109899,21,,15.0,,4.0,4.01,0.0,1.0,,,5,0.0,1.0,8.0,Emerson Geovanny Batalla Martínez - Enmerson,,,286,17.0,8.0,4.0,JUV,6.5,Batalla,2025,38,0.0,0.0,0.0,4.0,1.0,,17.0,8.0,29.0,0.0
,,monsalve,,9.0,,109966,9,,9.0,,,1.25,0.0,,,,4,0.0,1.0,1.0,Miguel Ángel Monsalve Gonzáles - González,,,284,3.0,1.0,2.0,GRE,3.43,Monsalve,2025,38,0.0,0.0,0.0,,1.0,,3.0,1.0,9.0,0.0
,,joao-neto,,,,110062,0,,,,,0.0,0.0,,,,4,0.0,,,João Roberto Rota Neto,,,280,,,,RBB,1.0,João Neto,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jose-martinez,,29.0,,110311,24,,22.0,,1.0,1.89,8.9,1.0,,2.0,4,1.27,1.0,3.0,José Andrés Martínez Torres,,1.0,264,22.0,5.0,9.0,COR,4.57,José Martínez,2025,38,8.9,1.44,4.459035770208623,1.0,1.0,,21.2,5.0,29.0,1.6811428571428566
